# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000008 08 08 00   387.42437201 1516.83079600
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 01 01 00   172.14832307 170.20663700
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 02 01 00   174.29833390 172.31877000
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 02 02 00   176.50106893 338.61316200
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 08 01 00   195.75885891 193.71210600
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 08 02 00   194.06331607 375.68747900
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 08 04 00   212.46606493 782.08487700
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 08 08 00   371.50834491 1449.08656200
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 16 01 00   209.91467892 207.19694900
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 16 02 00   205.07950790 398.70891800
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 16 04 00   219.23840494 830.41989800
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000016 16 08 00   369.03660211 1434.57365500
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000032 02 01 00   182.67216195 180.80330000
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000032 02 02 00   258.95820509 431.31495600
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000032 04 01 00   198.35120797 195.06819100
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000064 04 01 00   200.15881495 196.58428500
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000064 04 02 00   221.46445101 391.91249300
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000064 08 04 00   242.90179003 835.41621000
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000064 08 08 00   432.26642408 1555.38920500
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000064 16 08 00   435.53331211 1560.14550300
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000128 08 08 00   472.26309107 1630.07787400
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000128 16 01 00   230.49698410 227.25820200
Bench_McLachlan_Carpet_1lev 000010 0080 ranger   000128 16 02 00   259.95180497 462.11688100
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000008 01 01 00   78.16594591 76.87280500
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000008 04 01 00   84.02619503 82.94518400
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000008 04 02 00   82.71984899 162.66616600
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000008 04 04 00   82.24742006 323.49621700
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000008 08 04 00   81.71868004 321.30808100
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000008 08 08 00   146.82394191 580.06425200
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 02 01 00   95.31076297 94.93793300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 02 02 00   108.96079794 211.36521000
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 04 04 00   130.17496097 500.84330000
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 08 01 00   105.08273707 104.71854400
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 08 02 00   114.33063007 221.76585900
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 08 04 00   132.91482593 510.97993500
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 08 08 00   214.17429510 827.12369200
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 16 01 00   118.16954290 117.67535500
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 16 02 00   120.82377504 235.10669300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 16 04 00   135.42004294 520.83655000
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 16 08 00   198.98904395 776.67253900
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 16 16 00   268.28511105 1053.97786900
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 02 01 00   116.73256991 116.26726600
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 02 02 00   126.23556890 241.36708500
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 04 01 00   124.06274993 123.69173000
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 04 02 00   126.42574892 243.09519300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 04 04 00   151.93019199 573.39183500
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 08 01 00   121.78468997 120.50753100
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 08 02 00   133.67674391 256.04800200
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 08 04 00   153.54440312 585.52059300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 08 08 00   311.76186502 1140.95130500
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 16 01 00   136.82004294 136.21651300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000032 16 16 00   437.34140003 1640.99455600
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 04 01 00   142.37828102 141.27282900
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 04 02 00   150.90971610 286.93393300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 16 01 00   157.63062489 157.18982300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 16 02 00   171.49699401 326.75642100
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 16 04 00   179.95497803 680.61853600
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 16 08 00   545.12531101 1780.85129600
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 16 16 00   668.84726404 2273.71809800
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000128 08 01 00   141.41835300 141.11281900
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000128 08 02 00   167.20893107 310.53140700
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000128 08 04 00   185.67277398 673.05406300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000128 08 08 00   703.35587891 2016.65403300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000128 16 08 00   709.51801789 2053.24432000
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000256 16 01 00   166.63661202 165.99837400
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000008 01 01 00   115.36703505 113.99512500
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000008 02 01 00   117.00203006 115.70723100
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000008 02 02 00   126.22078599 248.05550200
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 02 01 00   143.50158490 143.02093800
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 02 02 00   172.33395610 331.69672900
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 04 01 00   153.06775304 152.30551800
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 04 02 00   172.20565705 331.17269700
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 04 04 00   244.73074307 927.54596800
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 08 04 00   248.70978800 941.07481400
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 08 08 00   328.35571189 1258.43464700
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 01 00   182.20122002 181.32733200
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 02 00   195.61053911 377.95962100
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 04 00   256.76788690 972.70479000
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 04 01   257.78612395 974.72091700
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 04 02   257.63475594 975.26095000
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 08 00   353.13484693 1349.92836500
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 16 00   509.79399294 1984.89604900
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 02 02 00   198.35474107 373.41133600
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 04 01 00   178.38318808 176.87905400
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 04 04 00   271.46504693 1010.19913400
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 08 01 00   179.87835690 178.25914100
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 16 01 00   208.27209492 207.50496800
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 16 02 00   225.34039211 424.28251600
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 16 04 00   286.12344208 1060.88230100
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 16 04 01   284.64863309 1056.15400500
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 16 04 02   286.33593699 1063.40245800
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000032 16 08 00   482.57239210 1741.78085500
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000064 04 01 00   235.07863393 233.34658300
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000064 16 04 01   280.62907611 1046.92542800
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000064 16 04 02   281.58249406 1052.06175000
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000128 16 04 01   312.13322100 1086.45589900
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000128 16 04 02   312.20404605 1083.85173700
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000256 16 04 01   359.00587710 1215.48796300
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000256 16 04 02   395.08505899 1311.77798100
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000512 16 04 00   391.68890301 1263.37095500
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000512 16 04 01   397.46514600 1287.26044900
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000512 16 04 02   404.00121306 1298.71716500
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   001024 16 04 00   395.76760811 1294.20088200
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   001024 16 04 01   410.77356692 1359.58096900
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   001024 16 04 02   404.25559795 1312.98205600
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   002048 16 04 00   417.22062903 1340.95980500
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   002048 16 04 01   415.96150608 1331.27920000
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   002048 16 04 02   419.58647410 1345.30807700
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   004096 16 04 00   485.89635398 1410.29213800
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   004096 16 04 01   487.93309798 1420.91680200
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   004096 16 04 02   494.22711696 1422.82092000
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   008192 16 04 00   782.57155704 1750.96942900
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   008192 16 04 02   770.93800892 1735.25244600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 04 01 00   189.18558202 185.71560700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 04 02 00   276.81167192 545.45408900
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 04 04 00   294.17792298 1142.25938700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 08 01 00   201.80412706 198.60841300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 08 02 00   293.79924099 578.58816000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 08 04 00   292.85230698 1140.43927300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 08 08 00   409.51807094 1601.69209900
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 08 01 00   236.32528797 234.43865100
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 08 02 00   351.88129497 675.89024000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 08 04 00   375.87730609 1395.17119300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 08 08 00   536.65712506 2044.95580200
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 01 00   278.12361795 272.69704200
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 02 00   358.39395911 693.22332400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 04 00   399.11384104 1487.22494600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 08 00   536.76269500 2048.49602300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 02 02 00   352.87939805 669.04181200
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 04 01 00   346.98470492 343.25745200
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 04 02 00   407.55175100 760.47952700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 04 04 00   409.72961793 1477.54034100
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 08 01 00   374.26404400 370.05512700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 08 01 00   374.13870691 369.71510600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 08 02 00   432.73596195 789.48534000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 08 04 00   428.45524091 1503.20594500
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 08 08 00   1152.45225910 3485.60583700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 01 00   389.83130296 387.46421500
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 02 00   452.34565304 825.77560800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 04 00   447.76624206 1556.46127300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000256 16 01 00   379.69651092 377.59959800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000256 16 02 00   457.91388090 835.18419600
Bench_McLachlan_PUGH 000010 0020 ranger   000001 01 01 00   4.57816300 4.43227700
Bench_McLachlan_PUGH 000010 0020 ranger   000002 01 01 00   4.64898103 4.55628500
Bench_McLachlan_PUGH 000010 0020 ranger   000002 02 01 00   4.87477406 4.55228400
Bench_McLachlan_PUGH 000010 0020 ranger   000002 02 02 00   3.53824891 6.52840800
Bench_McLachlan_PUGH 000010 0020 ranger   000004 02 01 00   5.02514707 4.92430800
Bench_McLachlan_PUGH 000010 0020 ranger   000004 02 02 00   3.69787891 7.02443900
Bench_McLachlan_PUGH 000010 0020 ranger   000004 04 02 00   3.81422989 6.96843600
Bench_McLachlan_PUGH 000010 0020 ranger   000004 04 04 00   3.39057399 12.37277300
Bench_McLachlan_PUGH 000010 0020 ranger   000008 04 01 00   6.02261312 5.83636500
Bench_McLachlan_PUGH 000010 0020 ranger   000008 04 02 00   4.09560193 7.74048400
Bench_McLachlan_PUGH 000010 0020 ranger   000008 04 04 00   3.78918307 14.00887500
Bench_McLachlan_PUGH 000010 0020 ranger   000008 08 01 00   6.21873395 6.05237800
Bench_McLachlan_PUGH 000010 0020 ranger   000008 08 02 00   4.24675511 8.00450000
Bench_McLachlan_PUGH 000010 0020 ranger   000008 08 04 00   3.82942800 13.90886900
Bench_McLachlan_PUGH 000010 0020 ranger   000008 08 08 00   7.04400991 26.55766000
Bench_McLachlan_PUGH 000010 0020 ranger   000016 01 01 00   6.21610296 6.14438400
Bench_McLachlan_PUGH 000010 0020 ranger   000016 08 01 00   6.47148092 6.33639600
Bench_McLachlan_PUGH 000010 0020 ranger   000016 08 02 00   5.60173804 10.63266500
Bench_McLachlan_PUGH 000010 0020 ranger   000016 08 04 00   4.46816304 14.93293300
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 01 00   7.00828693 6.85242900
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 02 00   6.04811601 11.42871400
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 04 00   4.23980593 15.74898500
Bench_McLachlan_PUGH 000010 0020 ranger   000032 02 01 00   6.53477789 6.40840000
Bench_McLachlan_PUGH 000010 0020 ranger   000032 02 02 00   5.72599110 10.84467800
Bench_McLachlan_PUGH 000010 0020 ranger   000032 04 02 00   6.00997499 11.24070300
Bench_McLachlan_PUGH 000010 0020 ranger   000032 04 04 00   6.28316010 22.96143500
Bench_McLachlan_PUGH 000010 0020 ranger   000064 04 02 00   6.22623702 11.81673900
Bench_McLachlan_PUGH 000010 0020 ranger   000064 04 04 00   7.22048702 24.09350600
Bench_McLachlan_PUGH 000010 0020 ranger   000064 08 01 00   8.55611609 8.42452700
Bench_McLachlan_PUGH 000010 0020 ranger   000064 16 02 00   7.34691109 13.81286300
Bench_McLachlan_PUGH 000010 0020 ranger   000064 16 04 00   7.98740394 28.26976700
Bench_McLachlan_PUGH 000010 0020 ranger   000064 16 08 00   18.90202388 61.76786100
Bench_McLachlan_PUGH 000010 0020 ranger   000064 16 16 00   21.51323704 77.84886500
Bench_McLachlan_PUGH 000010 0020 ranger   000128 08 01 00   12.49499799 8.80055000
Bench_McLachlan_PUGH 000010 0020 ranger   000128 08 04 00   7.95605304 27.78973700
Bench_McLachlan_PUGH 000010 0020 ranger   000128 08 08 00   16.73451602 56.69154300
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 01 00   9.48478692 9.19657400
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 02 00   9.24400691 16.91705700
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 04 00   8.45906609 30.48990600
Bench_McLachlan_PUGH 000010 0025 ranger   000001 01 01 00   5.75259901 5.63235200
Bench_McLachlan_PUGH 000010 0025 ranger   000002 02 01 00   6.19232797 6.09238100
Bench_McLachlan_PUGH 000010 0025 ranger   000002 02 02 00   5.06375204 9.69260600
Bench_McLachlan_PUGH 000010 0025 ranger   000004 01 01 00   8.27227004 6.49640600
Bench_McLachlan_PUGH 000010 0025 ranger   000004 04 01 00   6.86427505 6.70842000
Bench_McLachlan_PUGH 000010 0025 ranger   000004 04 02 00   5.33723791 10.19263700
Bench_McLachlan_PUGH 000010 0025 ranger   000004 04 04 00   5.94412397 21.95337200
Bench_McLachlan_PUGH 000010 0025 ranger   000008 02 01 00   7.78155199 7.70048200
Bench_McLachlan_PUGH 000010 0025 ranger   000008 02 02 00   6.22566804 11.92474500
Bench_McLachlan_PUGH 000010 0025 ranger   000008 04 01 00   8.18685101 7.92449600
Bench_McLachlan_PUGH 000010 0025 ranger   000008 04 02 00   6.20237108 11.90074400
Bench_McLachlan_PUGH 000010 0025 ranger   000008 04 04 00   5.50001503 20.69329400
Bench_McLachlan_PUGH 000010 0025 ranger   000008 08 01 00   8.28263906 8.16451000
Bench_McLachlan_PUGH 000010 0025 ranger   000008 08 02 00   6.37962292 12.26076600
Bench_McLachlan_PUGH 000010 0025 ranger   000008 08 04 00   5.59027501 21.20132500
Bench_McLachlan_PUGH 000010 0025 ranger   000008 08 08 00   11.80352090 44.90680600
Bench_McLachlan_PUGH 000010 0025 ranger   000016 02 02 00   7.68430792 14.72892000
Bench_McLachlan_PUGH 000010 0025 ranger   000016 04 01 00   8.98445288 8.67654200
Bench_McLachlan_PUGH 000010 0025 ranger   000016 04 02 00   7.86153003 15.07294200
Bench_McLachlan_PUGH 000010 0025 ranger   000016 04 04 00   6.24061400 23.27745500
Bench_McLachlan_PUGH 000010 0025 ranger   000016 08 01 00   9.02756993 8.80455000
Bench_McLachlan_PUGH 000010 0025 ranger   000016 08 02 00   8.19945101 15.64097700
Bench_McLachlan_PUGH 000010 0025 ranger   000016 08 04 00   6.22150703 23.65347800
Bench_McLachlan_PUGH 000010 0025 ranger   000016 16 01 00   10.14655592 9.93662100
Bench_McLachlan_PUGH 000010 0025 ranger   000016 16 02 00   9.05173907 17.39308700
Bench_McLachlan_PUGH 000010 0025 ranger   000016 16 04 00   6.68932210 24.90555600
Bench_McLachlan_PUGH 000010 0025 ranger   000016 16 08 00   13.49214510 50.77117300
Bench_McLachlan_PUGH 000010 0025 ranger   000016 16 16 00   33.61404612 130.85617800
Bench_McLachlan_PUGH 000010 0025 ranger   000032 04 01 00   9.39769592 9.22857700
Bench_McLachlan_PUGH 000010 0025 ranger   000032 04 02 00   8.17691891 15.52497000
Bench_McLachlan_PUGH 000010 0025 ranger   000032 04 04 00   9.64458796 36.45427800
Bench_McLachlan_PUGH 000010 0025 ranger   000064 04 04 00   10.48376797 38.13838300
Bench_McLachlan_PUGH 000010 0025 ranger   000064 08 01 00   12.66445605 12.49278100
Bench_McLachlan_PUGH 000010 0025 ranger   000064 08 02 00   9.84342712 18.71316900
Bench_McLachlan_PUGH 000010 0025 ranger   000064 08 04 00   11.06322797 39.54647200
Bench_McLachlan_PUGH 000010 0025 ranger   000064 08 08 00   25.94053388 86.72542000
Bench_McLachlan_PUGH 000010 0025 ranger   000064 16 02 00   10.42933507 19.80523800
Bench_McLachlan_PUGH 000010 0025 ranger   000128 08 02 00   13.79033403 25.39358700
Bench_McLachlan_PUGH 000010 0025 ranger   000128 16 01 00   14.45394194 14.06087900
Bench_McLachlan_PUGH 000010 0025 ranger   000128 16 08 00   25.94698790 86.93343300
Bench_McLachlan_PUGH 000010 0025 ranger   000128 16 16 00   61.55142706 193.90811800
Bench_McLachlan_PUGH 000010 0030 ranger   000001 01 01 00   10.61301997 10.48065500
Bench_McLachlan_PUGH 000010 0030 ranger   000002 01 01 00   9.45331806 9.34058400
Bench_McLachlan_PUGH 000010 0030 ranger   000002 02 01 00   9.39105206 9.29258100
Bench_McLachlan_PUGH 000010 0030 ranger   000002 02 02 00   10.94550288 21.31333200
Bench_McLachlan_PUGH 000010 0030 ranger   000004 01 01 00   9.09525905 8.90055600
Bench_McLachlan_PUGH 000010 0030 ranger   000004 02 01 00   9.03282009 8.89655600
Bench_McLachlan_PUGH 000010 0030 ranger   000004 02 02 00   8.90532894 17.27308000
Bench_McLachlan_PUGH 000010 0030 ranger   000004 04 01 00   9.30526208 9.12457000
Bench_McLachlan_PUGH 000010 0030 ranger   000004 04 02 00   8.85644401 17.27708000
Bench_McLachlan_PUGH 000010 0030 ranger   000004 04 04 00   12.17869088 47.20695100
Bench_McLachlan_PUGH 000010 0030 ranger   000008 04 01 00   11.36466693 11.10069400
Bench_McLachlan_PUGH 000010 0030 ranger   000008 04 02 00   8.57390710 16.63704000
Bench_McLachlan_PUGH 000010 0030 ranger   000008 08 01 00   11.68202491 11.50071900
Bench_McLachlan_PUGH 000010 0030 ranger   000008 08 02 00   8.89402691 17.17707300
Bench_McLachlan_PUGH 000010 0030 ranger   000008 08 04 00   10.97666508 42.54265800
Bench_McLachlan_PUGH 000010 0030 ranger   000008 08 08 00   36.60515100 141.91687000
Bench_McLachlan_PUGH 000010 0030 ranger   000016 02 02 00   10.75607704 20.69329400
Bench_McLachlan_PUGH 000010 0030 ranger   000016 04 01 00   12.18852303 11.90474400
Bench_McLachlan_PUGH 000010 0030 ranger   000016 04 02 00   11.16801399 21.34533400
Bench_McLachlan_PUGH 000010 0030 ranger   000016 04 04 00   9.90440402 38.03437700
Bench_McLachlan_PUGH 000010 0030 ranger   000016 08 02 00   11.63097894 22.42940200
Bench_McLachlan_PUGH 000010 0030 ranger   000016 08 04 00   9.97567897 37.79836300
Bench_McLachlan_PUGH 000010 0030 ranger   000016 08 08 00   37.67933404 143.31695700
Bench_McLachlan_PUGH 000010 0030 ranger   000016 16 01 00   14.28367310 14.12088200
Bench_McLachlan_PUGH 000010 0030 ranger   000016 16 02 00   13.38748193 25.84561500
Bench_McLachlan_PUGH 000010 0030 ranger   000032 04 02 00   11.82184189 22.78942400
Bench_McLachlan_PUGH 000010 0030 ranger   000032 16 01 00   15.98694496 15.66897900
Bench_McLachlan_PUGH 000010 0030 ranger   000032 16 02 00   15.46381001 29.14582200
Bench_McLachlan_PUGH 000010 0030 ranger   000032 16 04 00   16.22086903 60.46377900
Bench_McLachlan_PUGH 000010 0030 ranger   000032 16 08 00   32.31220107 120.25551500
Bench_McLachlan_PUGH 000010 0030 ranger   000032 16 16 00   52.51875708 202.01262500
Bench_McLachlan_PUGH 000010 0030 ranger   000064 04 02 00   12.85275502 24.28551800
Bench_McLachlan_PUGH 000010 0030 ranger   000064 16 02 00   15.79399291 29.84186500
Bench_McLachlan_PUGH 000010 0030 ranger   000064 16 04 00   16.98166699 63.51196900
Bench_McLachlan_PUGH 000010 0030 ranger   000064 16 08 00   43.69830889 151.28545500
Bench_McLachlan_PUGH 000010 0030 ranger   000064 16 16 00   59.58553011 213.44133900
Bench_McLachlan_PUGH 000010 0030 ranger   000128 16 01 00   22.39630489 22.01737600
Bench_McLachlan_PUGH 000010 0030 ranger   000128 16 02 00   18.93136898 35.76223500
Bench_McLachlan_PUGH 000010 0030 ranger   000128 16 04 00   17.78859693 67.23220200
Bench_McLachlan_PUGH 000010 0040 ranger   000001 01 01 00   14.04163003 13.86486600
Bench_McLachlan_PUGH 000010 0040 ranger   000008 01 01 00   18.67999411 18.51315700
Bench_McLachlan_PUGH 000010 0040 ranger   000008 04 01 00   20.42586797 20.09325500
Bench_McLachlan_PUGH 000010 0040 ranger   000008 04 02 00   17.84764511 35.04619000
Bench_McLachlan_PUGH 000010 0040 ranger   000016 02 01 00   20.79318507 20.56928500
Bench_McLachlan_PUGH 000010 0040 ranger   000016 08 08 00   56.54338703 212.84530200
Bench_McLachlan_PUGH 000010 0040 ranger   000032 02 01 00   21.76909512 21.54134600
Bench_McLachlan_PUGH 000010 0040 ranger   000032 02 02 00   22.64783991 43.48671700
Bench_McLachlan_PUGH 000010 0040 ranger   000032 16 01 00   30.42056110 29.72585700
Bench_McLachlan_PUGH 000010 0040 ranger   000032 16 02 00   29.08515994 55.68348000
Bench_McLachlan_PUGH 000010 0040 ranger   000032 16 04 00   39.10510290 146.39314900
Bench_McLachlan_PUGH 000010 0040 ranger   000032 16 08 00   61.73597788 230.87042800
Bench_McLachlan_PUGH 000010 0040 ranger   000032 16 16 00   93.47636105 360.67454100
Bench_McLachlan_PUGH 000010 0040 ranger   000064 04 01 00   25.11207000 24.67354200
Bench_McLachlan_PUGH 000010 0040 ranger   000064 08 04 00   37.31521600 138.76467200
Bench_McLachlan_PUGH 000010 0040 ranger   000064 08 08 00   77.83291305 269.42883800
Bench_McLachlan_PUGH 000010 0040 ranger   000064 16 04 00   40.44819694 150.44140200
Bench_McLachlan_PUGH 000010 0040 ranger   000064 16 08 00   79.37616407 270.30489300
Bench_McLachlan_PUGH 000010 0040 ranger   000064 16 16 00   115.97981595 428.91480600
Bench_McLachlan_PUGH 000010 0040 ranger   000128 08 02 00   32.37906411 60.11975700
Bench_McLachlan_PUGH 000010 0040 ranger   000128 08 04 00   37.48479806 139.56872300
Bench_McLachlan_PUGH 000010 0040 ranger   000128 08 08 00   93.39429695 296.45052700
Bench_McLachlan_PUGH 000010 0040 ranger   000128 16 02 00   37.33579091 68.24426500
Bench_McLachlan_PUGH 000010 0040 ranger   000128 16 04 00   41.68544099 152.86955400
Bench_McLachlan_PUGH 000010 0040 ranger   000128 16 08 00   92.14250400 299.08669200
Bench_McLachlan_PUGH 000010 0040 ranger   000128 16 16 00   162.38589899 547.21419900
Bench_McLachlan_PUGH 000010 0040 ranger   000256 16 01 00   37.08076811 36.80630000
Bench_McLachlan_PUGH 000010 0040 ranger   000256 16 02 00   37.86173109 68.19626200
