# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_1lev 000010 0065 ranger   002048 16 04 40   143.38365793 475.19369800
Bench_McLachlan_Carpet_1lev 000010 0065 ranger   002048 16 04 41   145.44030601 479.90199200
Bench_McLachlan_Carpet_1lev 000010 0065 ranger   002048 16 04 42   147.32943590 481.07006500
Bench_McLachlan_Carpet_1lev 000010 0065 ranger   004096 16 04 40   173.00869696 529.33308100
Bench_McLachlan_Carpet_1lev 000010 0065 ranger   004096 16 04 41   173.77519708 524.03275000
Bench_McLachlan_Carpet_1lev 000010 0065 ranger   004096 16 04 42   168.91665497 523.98074700
Bench_McLachlan_Carpet_1lev 000064 0030 ranger   000016 16 01 01   58.27165611 56.71554400
Bench_McLachlan_Carpet_1lev 000064 0030 ranger   000064 16 01 01   61.07880906 60.18776200
Bench_McLachlan_Carpet_1lev 000064 0030 ranger   000512 16 01 01   88.58007994 86.62941400
Bench_McLachlan_Carpet_1lev 000100 0065 ranger   000016 16 01 21   783.63286991 776.24851300
Bench_McLachlan_Carpet_1lev 000100 0065 ranger   000016 16 02 21   841.46757192 1634.76616700
Bench_McLachlan_Carpet_1lev 000100 0065 ranger   000016 16 04 21   917.50944496 3498.43063900
Bench_McLachlan_Carpet_1lev 000100 0065 ranger   000016 16 08 21   1881.72155196 7397.97834500
Bench_McLachlan_Carpet_1lev 000100 0065 ranger   000016 16 16 21   3735.28508208 14340.54022800
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 01 20   7883.84069390 7872.60800800
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 01 21   7891.79869109 7823.65294800
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 02 20   8389.73299506 16228.49021700
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 02 21   8349.39720992 16296.55847200
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 04 20   9127.73749894 35569.79497300
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 04 21   9174.31368906 35816.39038400
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 08 20   18665.72757410 73314.78188800
Bench_McLachlan_Carpet_1lev 001000 0065 ranger   000016 16 08 21   18543.63465100 72860.26148200
Bench_McLachlan_Carpet_9lev 000064 0016 ranger   000064 16 16 00   227.23524505 876.85480000
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000016 16 16 00   325.43808392 1246.21388300
Bench_McLachlan_Carpet_9lev 000064 0020 ranger   000064 16 16 00   367.10283595 1324.02674600
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000008 08 04 14   1068.18729400 3643.11168100
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000016 16 16 00   606.55669805 2305.15206300
Bench_McLachlan_Carpet_9lev 000064 0025 ranger   000064 16 16 00   600.93722396 2307.16018900
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000008 08 01 00   154.09863504 153.03756400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 01 40   232.23747894 227.12219500
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 01 41   231.05800906 229.55034600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 01 42   232.40181598 230.26239000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 04 40   355.54865009 1317.70635200
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 04 41   381.96883701 1324.50277600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 04 42   375.09709891 1319.28645000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 16 00   928.01875991 3473.17306000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000016 16 16 10   943.05555689 3530.75265800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 16 01 40   273.39451091 245.53134500
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 16 01 41   247.34621608 243.81123800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 16 01 42   251.10524499 243.61922500
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 16 04 40   324.06053690 1178.87367500
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 16 04 41   376.84726207 1219.60022000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 16 04 42   331.70990608 1188.93030300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000032 16 16 10   940.59137596 3531.04067600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 01 40   282.18788298 280.92955700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 01 41   282.34322297 281.41358700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 01 42   705.44640511 434.12313100
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 04 40   297.94091402 1104.47302500
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 04 41   310.28593289 1141.65134900
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 04 42   331.64861403 1185.91011400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 16 00   909.69169497 3437.61083800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000064 16 16 10   908.07191395 3426.15412100
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 01 40   295.73746204 294.45840300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 01 41   297.49076703 296.15850800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 01 42   299.50037411 294.46640300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 04 40   325.56454207 1134.02287200
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 04 41   321.45865303 1096.84854800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000128 16 04 42   325.81391492 1136.81504700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000256 16 01 40   739.06411089 722.94918100
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000256 16 01 42   375.42897095 348.66579000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000256 16 04 40   361.50674800 1166.25688600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000256 16 04 41   375.70317499 1196.29076400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000256 16 04 42   393.37428604 1224.46052400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000512 16 01 40   717.72266300 466.49315400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000512 16 01 41   427.83217704 426.36664600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000512 16 01 42   500.36372702 494.01087400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000512 16 04 40   784.36126301 1416.38051800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000512 16 04 41   438.84307710 1328.36701700
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   000512 16 04 42   437.54030701 1301.41733400
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   001024 16 04 40   410.81965891 1296.45302300
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   001024 16 04 41   415.30269793 1304.97355600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   001024 16 04 42   454.02923994 1355.53271600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   002048 16 04 40   454.30144811 1382.16638000
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   002048 16 04 41   423.79109792 1301.48933800
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   002048 16 04 42   483.56254105 1392.50302600
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   004096 16 04 40   576.76640400 1561.67759900
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   004096 16 04 41   572.03246104 1612.46077200
Bench_McLachlan_Carpet_9lev 000064 0030 ranger   004096 16 04 42   565.51124806 1607.33245200
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 01 00   7.11274696 6.31239400
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 01 03   7.19485598 6.12038300
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 01 04   6.99481490 6.13238300
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 01 10   6.73043411 6.11638200
Bench_McLachlan_PUGH 000010 0020 ranger   000016 16 16 10   12.96216499 49.73910900
Bench_McLachlan_PUGH 000010 0020 ranger   000032 16 01 10   6.71971206 6.60441300
Bench_McLachlan_PUGH 000010 0020 ranger   000032 16 16 10   15.08248497 55.23145200
Bench_McLachlan_PUGH 000010 0020 ranger   000064 16 01 10   8.31854706 7.51647000
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 01 00   9.12580692 8.40852500
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 01 03   9.95680411 8.98856200
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 01 04   8.60933403 8.42852600
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 01 10   8.05977811 7.48446800
Bench_McLachlan_PUGH 000010 0020 ranger   000128 16 16 10   24.58109298 84.72529500
Bench_McLachlan_PUGH 000010 0020 ranger   000256 16 01 10   8.60816800 7.96849800
Bench_McLachlan_PUGH 000010 0020 ranger   000256 16 16 10   24.51631910 85.37733600
Bench_McLachlan_PUGH 000010 0020 ranger   000512 16 01 10   9.64268693 9.52059500
Bench_McLachlan_PUGH 000010 0020 ranger   000512 16 16 10   42.92272600 116.13525800
Bench_McLachlan_PUGH 000010 0020 ranger   001024 16 01 00   11.37457801 10.62066300
Bench_McLachlan_PUGH 000010 0020 ranger   001024 16 01 00   9.81848701 8.85655300
Bench_McLachlan_PUGH 000010 0020 ranger   001024 16 01 03   10.93607495 10.41265100
Bench_McLachlan_PUGH 000010 0020 ranger   001024 16 01 04   10.50168688 9.84461500
Bench_McLachlan_PUGH 000010 0020 ranger   001024 16 01 10   10.04956191 9.34858400
Bench_McLachlan_PUGH 000010 0020 ranger   001024 16 16 10   33.21409501 98.51815700
Bench_McLachlan_PUGH 000010 0020 ranger   004096 16 01 04   11.94105509 10.70066800
Bench_McLachlan_PUGH 000010 0025 ranger   000016 16 01 10   9.12018802 8.98456100
Bench_McLachlan_PUGH 000010 0025 ranger   000016 16 16 10   21.41789003 83.00918800
Bench_McLachlan_PUGH 000010 0025 ranger   000032 16 01 10   9.64989003 9.50459400
Bench_McLachlan_PUGH 000010 0025 ranger   000032 16 16 10   25.34438593 96.03800200
Bench_McLachlan_PUGH 000010 0025 ranger   000064 16 01 10   11.00100399 10.87268000
Bench_McLachlan_PUGH 000010 0025 ranger   000128 16 01 10   11.71453595 11.02868900
Bench_McLachlan_PUGH 000010 0025 ranger   000256 16 01 10   14.23175309 13.52084500
Bench_McLachlan_PUGH 000010 0025 ranger   000256 16 16 10   42.81365901 137.22457600
Bench_McLachlan_PUGH 000010 0025 ranger   000512 16 01 10   14.04781894 13.37283600
Bench_McLachlan_PUGH 000010 0025 ranger   000512 16 16 10   50.65573992 149.02531300
Bench_McLachlan_PUGH 000010 0025 ranger   001024 16 01 10   14.87501408 14.11288200
Bench_McLachlan_PUGH 000010 0025 ranger   001024 16 16 10   56.13210407 153.47759200
Bench_McLachlan_PUGH 000010 0030 ranger   000016 16 01 10   13.44745712 12.95680900
Bench_McLachlan_PUGH 000010 0030 ranger   000016 16 16 10   66.61529602 260.51628200
Bench_McLachlan_PUGH 000010 0030 ranger   000032 16 01 10   14.46388908 13.96887300
Bench_McLachlan_PUGH 000010 0030 ranger   000032 16 16 10   58.41695398 226.42615000
Bench_McLachlan_PUGH 000010 0030 ranger   000064 16 01 10   16.16832292 15.42496400
Bench_McLachlan_PUGH 000010 0030 ranger   000064 16 16 10   48.17206796 177.08706700
Bench_McLachlan_PUGH 000010 0030 ranger   000128 16 01 10   20.20246491 20.09725600
Bench_McLachlan_PUGH 000010 0030 ranger   000128 16 16 10   50.76359810 181.52734500
Bench_McLachlan_PUGH 000010 0030 ranger   000256 16 01 10   20.65122910 20.40927500
Bench_McLachlan_PUGH 000010 0030 ranger   000256 16 16 10   54.21865400 184.71154400
Bench_McLachlan_PUGH 000010 0030 ranger   000512 16 01 10   21.94651200 21.11732000
Bench_McLachlan_PUGH 000010 0030 ranger   000512 16 16 10   61.66266503 192.08000400
Bench_McLachlan_PUGH 000010 0030 ranger   001024 16 01 10   22.90193707 22.36539800
Bench_McLachlan_PUGH 000010 0030 ranger   001024 16 16 10   77.97039404 212.17726000
Bench_McLachlan_PUGH 000010 0040 ranger   000016 16 01 10   25.59952991 24.86555400
Bench_McLachlan_PUGH 000010 0040 ranger   000016 16 16 10   86.56448296 338.30514300
Bench_McLachlan_PUGH 000010 0040 ranger   000032 16 01 10   27.17935895 26.67766700
Bench_McLachlan_PUGH 000010 0040 ranger   000064 16 01 10   29.58103712 29.32183300
Bench_McLachlan_PUGH 000010 0040 ranger   000064 16 16 10   94.35322010 365.81086200
Bench_McLachlan_PUGH 000010 0040 ranger   000128 16 01 10   30.52617391 29.54184700
Bench_McLachlan_PUGH 000010 0040 ranger   000256 16 01 10   33.20886808 32.51403200
Bench_McLachlan_PUGH 000010 0040 ranger   000512 16 01 10   32.81133004 32.59003700
Bench_McLachlan_PUGH 000010 0040 ranger   000512 16 16 10   133.55635797 455.60847400
Bench_McLachlan_PUGH 000010 0040 ranger   001024 16 01 10   35.45960911 34.60216300
Bench_McLachlan_PUGH 000010 0040 ranger   001024 16 16 10   146.02477800 475.13769400
Bench_McLachlan_PUGH 000010 0050 ranger   000016 16 01 10   46.85025989 45.97887400
Bench_McLachlan_PUGH 000010 0050 ranger   000016 16 16 10   156.87513500 607.01793600
Bench_McLachlan_PUGH 000010 0050 ranger   000032 16 01 10   51.97031493 50.79517400
Bench_McLachlan_PUGH 000010 0050 ranger   000064 16 01 10   52.18256698 51.78723600
Bench_McLachlan_PUGH 000010 0050 ranger   000064 16 16 10   184.41173903 701.03581200
Bench_McLachlan_PUGH 000010 0050 ranger   000128 16 01 10   54.65221901 53.21532600
Bench_McLachlan_PUGH 000010 0050 ranger   000256 16 01 10   54.74252798 54.02337600
Bench_McLachlan_PUGH 000010 0050 ranger   000256 16 16 10   279.32454293 725.38933400
Bench_McLachlan_PUGH 000010 0050 ranger   000512 16 01 10   56.42514990 56.11150700
Bench_McLachlan_PUGH 000010 0050 ranger   000512 16 16 10   241.78446989 761.57159500
Bench_McLachlan_PUGH 000010 0050 ranger   001024 16 01 10   57.32243001 56.23551400
Bench_McLachlan_PUGH 000010 0050 ranger   001024 16 16 10   255.46348709 779.71672900
Bench_McLachlan_PUGH 000010 0065 ranger   000001 01 01 10   100.23256511 62.16388500
Bench_McLachlan_PUGH 000010 0065 ranger   000002 02 01 10   106.23404490 67.56422300
Bench_McLachlan_PUGH 000010 0065 ranger   000002 02 02 10   90.74979192 135.80048700
Bench_McLachlan_PUGH 000010 0065 ranger   000004 04 01 10   102.80293300 73.35658500
Bench_McLachlan_PUGH 000010 0065 ranger   000004 04 02 10   70.98707094 140.60878800
Bench_McLachlan_PUGH 000010 0065 ranger   000004 04 04 10   85.89369701 337.74910800
Bench_McLachlan_PUGH 000010 0065 ranger   000008 08 01 10   84.90114804 84.48528000
Bench_McLachlan_PUGH 000010 0065 ranger   000008 08 02 10   79.33197100 156.76979700
Bench_McLachlan_PUGH 000010 0065 ranger   000008 08 04 10   82.83237405 324.60028700
Bench_McLachlan_PUGH 000010 0065 ranger   000008 08 08 10   188.42461107 733.91786700
Bench_McLachlan_PUGH 000010 0065 ranger   000016 16 01 10   98.65116909 96.63003900
Bench_McLachlan_PUGH 000010 0065 ranger   000016 16 01 40   102.74151211 100.81830100
Bench_McLachlan_PUGH 000010 0065 ranger   000016 16 02 10   103.57270405 201.24457700
Bench_McLachlan_PUGH 000010 0065 ranger   000016 16 04 10   95.03713705 370.60716100
Bench_McLachlan_PUGH 000010 0065 ranger   000016 16 04 40   96.29936298 375.37145900
Bench_McLachlan_PUGH 000010 0065 ranger   000016 16 08 10   198.29418894 770.31214100
Bench_McLachlan_PUGH 000010 0065 ranger   000016 16 16 10   371.52553207 1420.43677200
Bench_McLachlan_PUGH 000010 0065 ranger   000032 16 01 10   110.78647895 109.18282300
Bench_McLachlan_PUGH 000010 0065 ranger   000032 16 01 40   115.77951402 115.07919200
Bench_McLachlan_PUGH 000010 0065 ranger   000032 16 04 10   111.39455491 404.41727500
Bench_McLachlan_PUGH 000010 0065 ranger   000032 16 04 40   119.70286100 430.05487700
Bench_McLachlan_PUGH 000010 0065 ranger   000064 16 01 10   113.52522708 112.53503300
Bench_McLachlan_PUGH 000010 0065 ranger   000064 16 01 40   122.36069005 121.88761800
Bench_McLachlan_PUGH 000010 0065 ranger   000064 16 04 10   122.86938710 419.74623200
Bench_McLachlan_PUGH 000010 0065 ranger   000064 16 04 40   131.04529200 437.31533100
Bench_McLachlan_PUGH 000010 0065 ranger   000064 16 16 10   402.90951510 1487.83698400
Bench_McLachlan_PUGH 000010 0065 ranger   000128 16 01 10   114.75743390 112.77104800
Bench_McLachlan_PUGH 000010 0065 ranger   000128 16 01 40   122.72874098 120.70754400
Bench_McLachlan_PUGH 000010 0065 ranger   000128 16 04 10   124.11007707 419.29020400
Bench_McLachlan_PUGH 000010 0065 ranger   000128 16 16 10   482.95297890 1677.09681200
Bench_McLachlan_PUGH 000010 0065 ranger   000256 16 01 10   118.43549103 116.91530700
Bench_McLachlan_PUGH 000010 0065 ranger   000256 16 01 40   126.49836108 126.05187800
Bench_McLachlan_PUGH 000010 0065 ranger   000256 16 04 10   140.31193893 438.73541900
Bench_McLachlan_PUGH 000010 0065 ranger   000256 16 16 10   487.25232109 1684.00524400
Bench_McLachlan_PUGH 000010 0065 ranger   000512 16 01 10   121.46564496 120.48353000
Bench_McLachlan_PUGH 000010 0065 ranger   000512 16 04 10   142.55533003 437.04331300
Bench_McLachlan_PUGH 000010 0065 ranger   000512 16 16 10   486.57453388 1681.43308300
Bench_McLachlan_PUGH 000010 0065 ranger   001024 16 01 10   125.09069311 123.04769000
Bench_McLachlan_PUGH 000010 0065 ranger   001024 16 01 40   135.40611997 134.66041600
Bench_McLachlan_PUGH 000010 0065 ranger   001024 16 04 10   140.65304697 433.57109600
Bench_McLachlan_PUGH 000010 0065 ranger   001024 16 04 40   153.80182804 460.25276400
Bench_McLachlan_PUGH 000010 0065 ranger   001024 16 16 10   512.72758197 1701.55034000
Bench_McLachlan_PUGH 000010 0065 ranger   002048 16 16 10   578.53023306 1772.36276600
Bench_McLachlan_PUGH 000064 0030 ranger   000016 16 01 01   67.30291707 66.45215300
Bench_McLachlan_PUGH 000064 0030 ranger   000064 16 01 01   82.25918094 82.01712600
Bench_McLachlan_PUGH 000064 0030 ranger   000512 16 01 01   131.63310695 131.33220700
