# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000002 02 02 00   169.10246096 336.26000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000004 01 01 00   175.97425091 175.43000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000004 02 01 00   186.88902589 186.19000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000004 02 02 00   193.31298498 384.06000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000004 04 01 00   200.13391489 199.30000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000004 04 02 00   209.44489594 415.79000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000004 04 04 00   193.10471891 751.27000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 01 01 00   183.71507195 183.01000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 02 01 00   193.07633796 192.42000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 02 02 00   192.40318292 380.58000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 04 01 00   209.60250094 208.27000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 04 02 00   204.63071296 405.66000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 04 04 00   202.97973405 801.46000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 08 01 00   267.50841997 264.60000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 08 02 00   254.28206106 501.51000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 08 04 00   247.82470189 973.96000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000008 08 08 00   242.11494899 1883.95000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 02 01 00   205.30928694 204.38000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 02 02 00   219.13280698 421.06000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 04 01 00   219.66162909 218.67000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 04 02 00   229.60083307 444.03000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 04 04 00   221.24471310 867.53000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 08 01 00   276.01589897 273.12000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 08 02 00   278.17578195 537.40000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 08 04 00   267.24126706 1044.21000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000016 08 08 00   255.18105191 1987.10000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000032 04 01 00   227.23121899 226.16000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000032 04 02 00   236.76950704 451.76000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000032 04 04 00   224.45145388 874.99000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000032 08 01 00   300.63590396 297.36000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000032 08 02 00   287.42305788 546.48000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000032 08 04 00   275.04424797 1058.79000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000032 08 08 00   263.54057208 2047.48000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000064 08 01 00   1159.48837489 1144.35000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000064 08 02 00   292.85378110 558.71000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000064 08 04 00   288.27871096 1078.87000000
Bench_McLachlan_Carpet_1lev 000010 0080 queenbee   000064 08 08 00   278.50483904 2111.43000000
Bench_McLachlan_Carpet_9lev 000064 0016 queenbee   000064 08 01 00   115.59386906 114.78000000
Bench_McLachlan_Carpet_9lev 000064 0016 queenbee   000064 08 02 00   100.85583192 196.92000000
Bench_McLachlan_Carpet_9lev 000064 0016 queenbee   000064 08 04 00   104.94195797 408.02000000
Bench_McLachlan_Carpet_9lev 000064 0016 queenbee   000064 08 08 00   84.74133298 661.65000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 01 01 00   81.54073007 80.87000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 02 01 00   88.80776508 85.23000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 02 02 00   85.61784708 169.52000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 04 01 00   95.02713595 94.19000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 04 02 00   91.31258300 181.26000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 04 04 00   83.30184293 329.11000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 08 01 00   135.17112896 134.09000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 08 02 00   115.15615800 228.21000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 08 04 00   99.39485996 392.72000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000008 08 08 00   78.84805889 617.90000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 02 01 00   97.52310903 96.58000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 02 02 00   101.86756805 200.97000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 04 01 00   107.45749189 106.48000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 04 02 00   108.91522409 214.64000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 04 04 00   114.33667004 446.67000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 08 01 00   147.69368402 146.66000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 08 02 00   130.95252708 258.93000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 08 04 00   134.30081291 524.72000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000016 08 08 00   102.56660190 800.31000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000032 04 01 00   117.44971500 116.88000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000032 04 02 00   119.72637098 235.41000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000032 04 04 00   126.99183100 491.52000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000032 08 01 00   167.50195503 164.90000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000032 08 02 00   139.01734112 272.57000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000032 08 04 00   147.14391697 571.66000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000032 08 08 00   118.94265409 929.93000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000064 08 01 00   180.53561288 179.69000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000064 08 02 00   152.33482707 292.32000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000064 08 04 00   159.52864692 616.76000000
Bench_McLachlan_Carpet_9lev 000064 0020 queenbee   000064 08 08 00   133.88764489 1042.28000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 01 01 00   132.93988293 131.40000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 02 01 00   139.16743804 138.51000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 02 02 00   141.58351198 279.80000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 04 01 00   156.79707893 155.68000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 04 02 00   153.08041697 303.94000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 04 04 00   143.95747909 569.34000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 08 01 00   219.48205689 217.81000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 08 02 00   194.96602692 386.72000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 08 04 00   164.70040489 652.43000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 08 08 00   135.74210398 1065.42000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 08 08 01   135.92444288 1067.82000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000008 08 08 02   135.51861194 1067.25000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 02 01 00   159.07396191 158.38000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 02 02 00   163.60617392 321.07000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 04 01 00   176.52204106 175.68000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 04 02 00   176.90883590 346.49000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 04 04 00   184.69744198 722.45000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 08 01 00   242.25982794 240.51000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 08 02 00   218.43522707 431.05000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 08 04 00   223.53287903 871.38000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 08 08 00   174.28226592 1364.46000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 08 08 01   173.15016599 1355.67000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000016 08 08 02   174.48434610 1363.43000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 04 01 00   192.57722710 191.66000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 04 02 00   189.52889491 370.43000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 04 04 00   199.22883903 769.40000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 08 01 00   271.61022289 266.89000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 08 02 00   225.77770808 437.97000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 08 04 00   235.54972904 914.68000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 08 08 00   188.20879788 1470.12000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 08 08 01   188.94482294 1478.62000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000032 08 08 02   188.66156204 1473.64000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000064 08 01 00   293.51944701 292.16000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000064 08 02 00   246.66138892 476.90000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000064 08 04 00   245.24582607 945.99000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000064 08 08 00   210.25826991 1641.26000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000064 08 08 01   210.54641390 1647.30000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000064 08 08 02   211.35679097 1649.98000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000128 08 08 00   255.14758205 1918.64000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000128 08 08 01   249.49207097 1893.49000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000128 08 08 02   246.09332902 1875.85000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000256 08 08 00   290.60763305 2092.27000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000256 08 08 01   285.70022309 2064.23000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000256 08 08 02   287.60713603 2062.66000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000512 08 08 00   338.03868002 2332.43000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000512 08 08 01   332.21836990 2306.92000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   000512 08 08 02   334.49084405 2318.48000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   001024 08 08 00   337.94839592 2314.54000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   001024 08 08 01   349.92447294 2375.19000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   001024 08 08 02   348.10513003 2370.09000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   002048 08 08 00   347.98411111 2368.93000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   002048 08 08 01   353.01850498 2373.07000000
Bench_McLachlan_Carpet_9lev 000064 0025 queenbee   002048 08 08 02   347.64809106 2355.37000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 01 01 00   205.93404307 204.14000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 02 01 00   221.88822295 220.75000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 02 02 00   220.05583799 434.78000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 04 01 00   243.66537309 242.51000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 04 02 00   238.77274104 473.00000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 04 04 00   233.98911002 915.63000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 08 01 00   342.87347406 340.48000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 08 02 00   304.81174490 604.68000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 08 04 00   276.02780094 1082.94000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000008 08 08 00   229.19072295 1745.20000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 02 01 00   243.72539290 242.84000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 02 02 00   251.72799597 491.71000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 04 01 00   272.66942397 270.41000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 04 02 00   269.99293106 525.55000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 04 04 00   292.73198193 1132.53000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 08 01 00   373.42632007 371.13000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 08 02 00   330.25857690 649.99000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 08 04 00   339.83401202 1314.90000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000016 08 08 00   277.91514004 2121.63000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000032 04 01 00   295.79746105 294.58000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000032 04 02 00   293.46391112 565.45000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000032 04 04 00   307.99034003 1177.44000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000032 08 01 00   406.88189493 405.01000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000032 08 02 00   358.80136004 697.56000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000032 08 04 00   361.58643496 1389.89000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000032 08 08 00   309.12512696 2357.87000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000064 08 01 00   432.46560991 430.57000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000064 08 02 00   387.36520700 732.04000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000064 08 04 00   372.69091002 1431.49000000
Bench_McLachlan_Carpet_9lev 000064 0030 queenbee   000064 08 08 00   330.77191005 2519.12000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000001 01 01 00   4.88041394 4.73000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000002 01 01 00   5.12765509 5.04000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000002 02 01 00   5.30229390 5.16000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000002 02 02 00   4.24752998 7.45000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000004 01 01 00   5.46017009 5.43000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000004 02 01 00   5.73989591 5.59000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000004 02 02 00   4.46270300 8.23000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000004 04 01 00   6.09295302 5.75000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000004 04 02 00   4.54454806 8.23000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000004 04 04 00   4.19961993 14.22000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 01 01 00   6.05550395 5.95000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 02 01 00   6.13049789 5.98000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 02 02 00   5.01074707 9.26000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 04 01 00   6.76800804 6.45000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 04 02 00   5.28290196 9.59000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 04 04 00   4.68605211 16.52000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 08 01 00   8.40730310 7.92000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 08 02 00   6.32760994 11.45000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 08 04 00   5.44399397 19.14000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000008 08 08 00   6.04637693 35.66000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 02 01 00   6.87581795 6.77000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 02 02 00   5.89413996 10.94000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 04 01 00   7.24913997 7.15000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 04 02 00   6.33862699 11.74000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 04 04 00   4.98894510 17.65000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 08 01 00   8.86734202 8.35000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 08 02 00   7.20201592 13.26000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 08 04 00   5.92666990 20.70000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000016 08 08 00   5.97289700 40.09000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000032 04 01 00   8.78409812 7.86000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000032 04 02 00   8.00568794 13.01000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000032 04 04 00   7.62414190 23.34000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000032 08 01 00   10.28447190 9.78000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000032 08 02 00   7.78566198 14.48000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000032 08 04 00   7.98483210 28.37000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000032 08 08 00   6.48229397 45.39000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000064 08 01 00   13.76758790 11.64000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000064 08 02 00   10.06081498 16.73000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000064 08 04 00   10.39822792 30.67000000
Bench_McLachlan_PUGH 000010 0020 queenbee   000064 08 08 00   8.40305803 54.71000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000001 01 01 00   7.19133695 6.97000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000002 01 01 00   7.43172307 7.27000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000002 02 01 00   7.56061206 7.44000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000002 02 02 00   6.68027496 12.53000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000004 01 01 00   8.04461300 7.88000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000004 02 01 00   8.13845689 7.99000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000004 02 02 00   7.04156993 13.28000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000004 04 01 00   8.82741601 8.60000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000004 04 02 00   7.22927309 13.62000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000004 04 04 00   7.11881600 26.25000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 01 01 00   8.73932491 8.58000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 02 01 00   9.33368611 9.19000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 02 02 00   7.96743212 15.14000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 04 01 00   10.01747701 9.65000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 04 02 00   8.35296690 15.74000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 04 04 00   7.64404592 27.12000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 08 01 00   12.74664197 12.14000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 08 02 00   10.00501700 18.75000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 08 04 00   8.83660712 32.70000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000008 08 08 00   9.29751605 66.01000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 02 01 00   10.01427991 9.89000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 02 02 00   9.12006991 17.28000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 04 01 00   10.64005002 10.55000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 04 02 00   10.01310608 18.89000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 04 04 00   8.00972892 29.63000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 08 01 00   13.52064010 12.98000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 08 02 00   11.43629910 21.79000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 08 04 00   9.53239611 35.28000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000016 08 08 00   9.52798908 68.18000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000032 04 01 00   13.12076206 12.32000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000032 04 02 00   11.35831505 20.18000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000032 04 04 00   11.64888712 37.59000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000032 08 01 00   15.10109491 14.61000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000032 08 02 00   12.41963800 23.28000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000032 08 04 00   12.49330393 46.09000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000032 08 08 00   10.37795898 75.10000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000064 08 01 00   18.30584403 16.11000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000064 08 02 00   15.47772399 26.48000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000064 08 04 00   15.00310989 49.59000000
Bench_McLachlan_PUGH 000010 0025 queenbee   000064 08 08 00   16.51247799 94.67000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000001 01 01 00   11.16576009 11.00000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000002 01 01 00   11.30708809 11.25000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000002 02 01 00   11.51180088 11.29000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000002 02 02 00   11.22227491 21.45000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000004 01 01 00   11.83568703 11.65000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000004 02 01 00   12.64945002 12.50000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000004 02 02 00   11.32761095 21.71000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000004 04 01 00   13.13599491 12.93000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000004 04 02 00   11.55703195 22.22000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000004 04 04 00   12.48859496 47.56000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 01 01 00   13.08008006 12.74000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 02 01 00   13.49434205 13.23000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 02 02 00   11.88901593 22.90000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 04 01 00   14.60154594 14.44000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 04 02 00   12.60732100 24.17000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 04 04 00   12.60051388 47.23000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 08 01 00   18.86713602 18.29000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 08 02 00   15.12717998 29.05000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 08 04 00   14.73963510 55.92000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000008 08 08 00   16.19707501 121.49000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 02 01 00   14.70746203 14.41000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 02 02 00   13.89914192 26.92000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 04 01 00   15.76825598 15.45000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 04 02 00   14.60953109 28.14000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 04 04 00   12.63011199 48.12000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 08 01 00   19.84843705 19.29000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 08 02 00   17.72755708 33.99000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 08 04 00   14.94659791 56.36000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000016 08 08 00   15.97432409 120.57000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000032 04 01 00   16.85889204 16.55000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000032 04 02 00   16.10147891 29.64000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000032 04 04 00   17.07359194 59.26000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000032 08 01 00   21.87159298 21.27000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000032 08 02 00   18.90305809 36.31000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000032 08 04 00   19.11239594 71.26000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000032 08 08 00   15.74069710 117.23000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000064 08 01 00   25.70617692 23.64000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000064 08 02 00   20.98814589 39.61000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000064 08 04 00   25.08101201 77.40000000
Bench_McLachlan_PUGH 000010 0030 queenbee   000064 08 08 00   22.31386505 142.79000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000001 01 01 00   21.43480404 21.15000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000002 01 01 00   22.82156793 22.70000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000002 02 01 00   24.38863792 24.11000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000002 02 02 00   22.69962897 44.47000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000004 01 01 00   24.85697892 24.65000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000004 02 01 00   26.84097806 26.53000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000004 02 02 00   24.56774199 47.99000000
Bench_McLachlan_PUGH 000010 0040 queenbee   000004 04 01 00   27.77441806 27.50000000
